Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Armenia,M,Education,Higher,... for at least one specific reason,2015,14.4
Armenia,M,Education,Primary,... for at least one specific reason,2015,30.3
Armenia,M,Education,Secondary,... for at least one specific reason,2015,27.9
Armenia,M,Education,Higher,... if she argues with him,2015,9.9
Armenia,M,Education,Primary,... if she argues with him,2015,22
Armenia,M,Education,Secondary,... if she argues with him,2015,20.2
Armenia,M,Education,Higher,... if she goes out without telling him,2015,6.1
Armenia,M,Education,Primary,... if she goes out without telling him,2015,13.6
Armenia,M,Education,Secondary,... if she goes out without telling him,2015,16.3
Armenia,M,Education,Higher,... if she neglects the children,2015,10.9
Armenia,M,Education,Primary,... if she neglects the children,2015,17.8
Armenia,M,Education,Secondary,... if she neglects the children,2015,22.8
Armenia,M,Education,Higher,... if she refuses to have sex with him,2015,0.8
Armenia,M,Education,Primary,... if she refuses to have sex with him,2015,2.4
Armenia,M,Education,Secondary,... if she refuses to have sex with him,2015,2.2
Azerbaijan,F,Education,Higher,... if she burns the food,2006,1.5
Azerbaijan,F,Education,Secondary,... if she burns the food,2006,13.3
Azerbaijan,F,Education,Primary,... if she burns the food,2006,25.5
Azerbaijan,F,Education,No education,... if she burns the food,2006,33
Azerbaijan,M,Education,Higher,... if she burns the food,2006,3.5
Azerbaijan,M,Education,Secondary,... if she burns the food,2006,7.8
Azerbaijan,F,Education,Higher,... for at least one specific reason,2006,22.5
Azerbaijan,F,Education,No education,... for at least one specific reason,2006,74.3
Azerbaijan,F,Education,Primary,... for at least one specific reason,2006,63.1
Azerbaijan,F,Education,Secondary,... for at least one specific reason,2006,52.5
Azerbaijan,F,Education,Higher,... if she argues with him,2006,11.2
Azerbaijan,F,Education,No education,... if she argues with him,2006,55.2
Azerbaijan,F,Education,Primary,... if she argues with him,2006,43.6
Azerbaijan,F,Education,Secondary,... if she argues with him,2006,33.9
Azerbaijan,F,Education,Higher,... if she goes out without telling him,2006,17.2
Azerbaijan,F,Education,No education,... if she goes out without telling him,2006,68.5
Azerbaijan,F,Education,Primary,... if she goes out without telling him,2006,58.3
Azerbaijan,F,Education,Secondary,... if she goes out without telling him,2006,45.8
Azerbaijan,F,Education,Higher,... if she neglects the children,2006,11.6
Azerbaijan,F,Education,No education,... if she neglects the children,2006,64.7
Azerbaijan,F,Education,Primary,... if she neglects the children,2006,47.6
Azerbaijan,F,Education,Secondary,... if she neglects the children,2006,37.6
Azerbaijan,F,Education,Higher,... if she refuses to have sex with him,2006,2.8
Azerbaijan,F,Education,No education,... if she refuses to have sex with him,2006,37.4
Azerbaijan,F,Education,Primary,... if she refuses to have sex with him,2006,26
Azerbaijan,F,Education,Secondary,... if she refuses to have sex with him,2006,15.5
Azerbaijan,M,Education,Higher,... for at least one specific reason,2006,52.5
Azerbaijan,M,Education,Secondary,... for at least one specific reason,2006,59.9
Azerbaijan,M,Education,Higher,... if she argues with him,2006,47.5
Azerbaijan,M,Education,Secondary,... if she argues with him,2006,52.8
Azerbaijan,M,Education,Higher,... if she goes out without telling him,2006,31.1
Azerbaijan,M,Education,Secondary,... if she goes out without telling him,2006,42.2
Azerbaijan,M,Education,Higher,... if she neglects the children,2006,17
Azerbaijan,M,Education,Secondary,... if she neglects the children,2006,38.8
Azerbaijan,M,Education,Higher,... if she refuses to have sex with him,2006,5.2
Azerbaijan,M,Education,Secondary,... if she refuses to have sex with him,2006,13.2
Bangladesh,F,Education,Higher,... if she burns the food,2014,0.8
Bangladesh,F,Education,Secondary,... if she burns the food,2014,2.7
Bangladesh,F,Education,Primary,... if she burns the food,2014,5.4
Bangladesh,F,Education,No education,... if she burns the food,2014,6.8
Bangladesh,F,Education,Higher,... for at least one specific reason,2014,13.4
Bangladesh,F,Education,No education,... for at least one specific reason,2014,33
Bangladesh,F,Education,Primary,... for at least one specific reason,2014,31.7
Bangladesh,F,Education,Secondary,... for at least one specific reason,2014,25.8
Bangladesh,F,Education,Higher,... if she argues with him,2014,7.4
Bangladesh,F,Education,No education,... if she argues with him,2014,24.4
Bangladesh,F,Education,Primary,... if she argues with him,2014,22.3
Bangladesh,F,Education,Secondary,... if she argues with him,2014,17.9
Bangladesh,F,Education,Higher,... if she goes out without telling him,2014,6.2
Bangladesh,F,Education,No education,... if she goes out without telling him,2014,17.5
Bangladesh,F,Education,Primary,... if she goes out without telling him,2014,17.3
Bangladesh,F,Education,Secondary,... if she goes out without telling him,2014,12
Bangladesh,F,Education,Higher,... if she neglects the children,2014,7.3
Bangladesh,F,Education,No education,... if she neglects the children,2014,16.9
Bangladesh,F,Education,Primary,... if she neglects the children,2014,17.2
Bangladesh,F,Education,Secondary,... if she neglects the children,2014,13.5
Bangladesh,F,Education,Higher,... if she refuses to have sex with him,2014,1.7
Bangladesh,F,Education,No education,... if she refuses to have sex with him,2014,10.2
Bangladesh,F,Education,Primary,... if she refuses to have sex with him,2014,8.9
Bangladesh,F,Education,Secondary,... if she refuses to have sex with him,2014,5.1
Benin,F,Education,Higher,... if she burns the food,2017,1
Benin,F,Education,Secondary,... if she burns the food,2017,9.5
Benin,F,Education,Primary,... if she burns the food,2017,13
Benin,F,Education,No education,... if she burns the food,2017,16.5
Benin,M,Education,Higher,... if she burns the food,2017,1.1
Benin,M,Education,Secondary,... if she burns the food,2017,4.3
Benin,M,Education,Primary,... if she burns the food,2017,6.3
Benin,M,Education,No education,... if she burns the food,2017,10.7
Benin,F,Education,Higher,... for at least one specific reason,2017,4.7
Benin,F,Education,No education,... for at least one specific reason,2017,37.3
Benin,F,Education,Primary,... for at least one specific reason,2017,29.4
Benin,F,Education,Secondary,... for at least one specific reason,2017,23.2
Benin,F,Education,Higher,... if she argues with him,2017,3
Benin,F,Education,No education,... if she argues with him,2017,25.9
Benin,F,Education,Primary,... if she argues with him,2017,17.2
Benin,F,Education,Secondary,... if she argues with him,2017,13.4
Benin,F,Education,Higher,... if she goes out without telling him,2017,2.4
Benin,F,Education,No education,... if she goes out without telling him,2017,26.5
Benin,F,Education,Primary,... if she goes out without telling him,2017,17.8
Benin,F,Education,Secondary,... if she goes out without telling him,2017,13.2
Benin,F,Education,Higher,... if she neglects the children,2017,2.8
Benin,F,Education,No education,... if she neglects the children,2017,27.2
Benin,F,Education,Primary,... if she neglects the children,2017,19.6
Benin,F,Education,Secondary,... if she neglects the children,2017,16
Benin,F,Education,Higher,... if she refuses to have sex with him,2017,1.4
Benin,F,Education,No education,... if she refuses to have sex with him,2017,16.5
Benin,F,Education,Primary,... if she refuses to have sex with him,2017,10.6
Benin,F,Education,Secondary,... if she refuses to have sex with him,2017,6.5
Benin,M,Education,Higher,... for at least one specific reason,2017,3.6
Benin,M,Education,No education,... for at least one specific reason,2017,21.1
Benin,M,Education,Primary,... for at least one specific reason,2017,14.8
Benin,M,Education,Secondary,... for at least one specific reason,2017,12.5
Benin,M,Education,Higher,... if she argues with him,2017,1.7
Benin,M,Education,No education,... if she argues with him,2017,14
Benin,M,Education,Primary,... if she argues with him,2017,9.4
Benin,M,Education,Secondary,... if she argues with him,2017,7
Benin,M,Education,Higher,... if she goes out without telling him,2017,1.2
Benin,M,Education,No education,... if she goes out without telling him,2017,11.6
Benin,M,Education,Primary,... if she goes out without telling him,2017,9.3
Benin,M,Education,Secondary,... if she goes out without telling him,2017,7.1
Benin,M,Education,Higher,... if she neglects the children,2017,0.8
Benin,M,Education,No education,... if she neglects the children,2017,13.5
Benin,M,Education,Primary,... if she neglects the children,2017,8.4
Benin,M,Education,Secondary,... if she neglects the children,2017,7.2
Benin,M,Education,Higher,... if she refuses to have sex with him,2017,0.7
Benin,M,Education,No education,... if she refuses to have sex with him,2017,11.1
Benin,M,Education,Primary,... if she refuses to have sex with him,2017,6
Benin,M,Education,Secondary,... if she refuses to have sex with him,2017,4.6
Bolivia,F,Education,Higher,... if she burns the food,2008,0.6
Bolivia,F,Education,Secondary,... if she burns the food,2008,2.8
Bolivia,F,Education,Primary,... if she burns the food,2008,4.4
Bolivia,F,Education,No education,... if she burns the food,2008,7.3
Bolivia,F,Education,Higher,... for at least one specific reason,2008,5.7
Bolivia,F,Education,No education,... for at least one specific reason,2008,23.4
Bolivia,F,Education,Primary,... for at least one specific reason,2008,20.3
Bolivia,F,Education,Secondary,... for at least one specific reason,2008,15.3
Bolivia,F,Education,Higher,... if she argues with him,2008,1.7
Bolivia,F,Education,No education,... if she argues with him,2008,9.3
Bolivia,F,Education,Primary,... if she argues with him,2008,6.8
Bolivia,F,Education,Secondary,... if she argues with him,2008,4.6
Bolivia,F,Education,Higher,... if she goes out without telling him,2008,1.9
Bolivia,F,Education,No education,... if she goes out without telling him,2008,12
Bolivia,F,Education,Primary,... if she goes out without telling him,2008,8.2
Bolivia,F,Education,Secondary,... if she goes out without telling him,2008,4.6
Bolivia,F,Education,Higher,... if she neglects the children,2008,4.5
Bolivia,F,Education,No education,... if she neglects the children,2008,15.9
Bolivia,F,Education,Primary,... if she neglects the children,2008,15.2
Bolivia,F,Education,Secondary,... if she neglects the children,2008,12.2
Bolivia,F,Education,Higher,... if she refuses to have sex with him,2008,0.8
Bolivia,F,Education,No education,... if she refuses to have sex with him,2008,4.6
Bolivia,F,Education,Primary,... if she refuses to have sex with him,2008,3.2
Bolivia,F,Education,Secondary,... if she refuses to have sex with him,2008,1.6
Burkina Faso,F,Education,Higher,... if she burns the food,2010,1.4
Burkina Faso,F,Education,Secondary,... if she burns the food,2010,3.1
Burkina Faso,F,Education,Primary,... if she burns the food,2010,8.1
Burkina Faso,F,Education,No education,... if she burns the food,2010,11.2
Burkina Faso,M,Education,Higher,... if she burns the food,2010,5.7
Burkina Faso,M,Education,Secondary,... if she burns the food,2010,6.3
Burkina Faso,M,Education,No education,... if she burns the food,2010,7.6
Burkina Faso,M,Education,Primary,... if she burns the food,2010,8.3
Burkina Faso,F,Education,Higher,... for at least one specific reason,2010,6.3
Burkina Faso,F,Education,No education,... for at least one specific reason,2010,47.5
Burkina Faso,F,Education,Primary,... for at least one specific reason,2010,38.1
Burkina Faso,F,Education,Secondary,... for at least one specific reason,2010,26.6
Burkina Faso,F,Education,Higher,... if she argues with him,2010,2
Burkina Faso,F,Education,No education,... if she argues with him,2010,34.7
Burkina Faso,F,Education,Primary,... if she argues with him,2010,26
Burkina Faso,F,Education,Secondary,... if she argues with him,2010,14.1
Burkina Faso,F,Education,Higher,... if she goes out without telling him,2010,0.3
Burkina Faso,F,Education,No education,... if she goes out without telling him,2010,34.4
Burkina Faso,F,Education,Primary,... if she goes out without telling him,2010,24.6
Burkina Faso,F,Education,Secondary,... if she goes out without telling him,2010,13.1
Burkina Faso,F,Education,Higher,... if she neglects the children,2010,3.8
Burkina Faso,F,Education,No education,... if she neglects the children,2010,33.4
Burkina Faso,F,Education,Primary,... if she neglects the children,2010,26.5
Burkina Faso,F,Education,Secondary,... if she neglects the children,2010,18.1
Burkina Faso,F,Education,Higher,... if she refuses to have sex with him,2010,0
Burkina Faso,F,Education,No education,... if she refuses to have sex with him,2010,22.7
Burkina Faso,F,Education,Primary,... if she refuses to have sex with him,2010,15.2
Burkina Faso,F,Education,Secondary,... if she refuses to have sex with him,2010,6.8
Burkina Faso,M,Education,Higher,... for at least one specific reason,2010,15
Burkina Faso,M,Education,No education,... for at least one specific reason,2010,37.7
Burkina Faso,M,Education,Primary,... for at least one specific reason,2010,33.5
Burkina Faso,M,Education,Secondary,... for at least one specific reason,2010,25.6
Burkina Faso,M,Education,Higher,... if she argues with him,2010,3.7
Burkina Faso,M,Education,No education,... if she argues with him,2010,22.5
Burkina Faso,M,Education,Primary,... if she argues with him,2010,21.7
Burkina Faso,M,Education,Secondary,... if she argues with him,2010,12.4
Burkina Faso,M,Education,Higher,... if she goes out without telling him,2010,2.8
Burkina Faso,M,Education,No education,... if she goes out without telling him,2010,20.6
Burkina Faso,M,Education,Primary,... if she goes out without telling him,2010,16.9
Burkina Faso,M,Education,Secondary,... if she goes out without telling him,2010,11.1
Burkina Faso,M,Education,Higher,... if she neglects the children,2010,9.8
Burkina Faso,M,Education,No education,... if she neglects the children,2010,22.2
Burkina Faso,M,Education,Primary,... if she neglects the children,2010,18.9
Burkina Faso,M,Education,Secondary,... if she neglects the children,2010,15.8
Burkina Faso,M,Education,Higher,... if she refuses to have sex with him,2010,0.7
Burkina Faso,M,Education,No education,... if she refuses to have sex with him,2010,13.6
Burkina Faso,M,Education,Primary,... if she refuses to have sex with him,2010,8.1
Burkina Faso,M,Education,Secondary,... if she refuses to have sex with him,2010,6.7
Burundi,F,Education,Higher,... if she burns the food,2016,1.1
Burundi,F,Education,Secondary,... if she burns the food,2016,14.8
Burundi,F,Education,Primary,... if she burns the food,2016,23.9
Burundi,F,Education,No education,... if she burns the food,2016,25.3
Burundi,M,Education,Higher,... if she burns the food,2016,0
Burundi,M,Education,Secondary,... if she burns the food,2016,3.5
Burundi,M,Education,No education,... if she burns the food,2016,5.6
Burundi,M,Education,Primary,... if she burns the food,2016,5.9
Burundi,F,Education,Higher,... for at least one specific reason,2016,22.2
Burundi,F,Education,No education,... for at least one specific reason,2016,65.9
Burundi,F,Education,Primary,... for at least one specific reason,2016,63.9
Burundi,F,Education,Secondary,... for at least one specific reason,2016,53.9
Burundi,F,Education,Higher,... if she argues with him,2016,1.3
Burundi,F,Education,No education,... if she argues with him,2016,34.8
Burundi,F,Education,Primary,... if she argues with him,2016,32.3
Burundi,F,Education,Secondary,... if she argues with him,2016,20.8
Burundi,F,Education,Higher,... if she goes out without telling him,2016,8.7
Burundi,F,Education,No education,... if she goes out without telling him,2016,43.6
Burundi,F,Education,Primary,... if she goes out without telling him,2016,40.9
Burundi,F,Education,Secondary,... if she goes out without telling him,2016,31.3
Burundi,F,Education,Higher,... if she neglects the children,2016,20
Burundi,F,Education,No education,... if she neglects the children,2016,55.1
Burundi,F,Education,Primary,... if she neglects the children,2016,53.7
Burundi,F,Education,Secondary,... if she neglects the children,2016,45
Burundi,F,Education,Higher,... if she refuses to have sex with him,2016,8.2
Burundi,F,Education,No education,... if she refuses to have sex with him,2016,47.9
Burundi,F,Education,Primary,... if she refuses to have sex with him,2016,44.3
Burundi,F,Education,Secondary,... if she refuses to have sex with him,2016,29.9
Burundi,M,Education,Higher,... for at least one specific reason,2016,5.3
Burundi,M,Education,No education,... for at least one specific reason,2016,35.8
Burundi,M,Education,Primary,... for at least one specific reason,2016,38.6
Burundi,M,Education,Secondary,... for at least one specific reason,2016,31.2
Burundi,M,Education,Higher,... if she argues with him,2016,0.2
Burundi,M,Education,No education,... if she argues with him,2016,10.7
Burundi,M,Education,Primary,... if she argues with him,2016,12.7
Burundi,M,Education,Secondary,... if she argues with him,2016,6.7
Burundi,M,Education,Higher,... if she goes out without telling him,2016,1.1
Burundi,M,Education,No education,... if she goes out without telling him,2016,19.3
Burundi,M,Education,Primary,... if she goes out without telling him,2016,18.9
Burundi,M,Education,Secondary,... if she goes out without telling him,2016,14.1
Burundi,M,Education,Higher,... if she neglects the children,2016,4
Burundi,M,Education,No education,... if she neglects the children,2016,26.3
Burundi,M,Education,Primary,... if she neglects the children,2016,28.9
Burundi,M,Education,Secondary,... if she neglects the children,2016,23.6
Burundi,M,Education,Higher,... if she refuses to have sex with him,2016,1.5
Burundi,M,Education,No education,... if she refuses to have sex with him,2016,13.2
Burundi,M,Education,Primary,... if she refuses to have sex with him,2016,14.8
Burundi,M,Education,Secondary,... if she refuses to have sex with him,2016,12.6
Cambodia,F,Education,Higher,... if she burns the food,2014,1.1
Cambodia,F,Education,Secondary,... if she burns the food,2014,7.5
Cambodia,F,Education,Primary,... if she burns the food,2014,14.4
Cambodia,F,Education,No education,... if she burns the food,2014,17.6
Cambodia,M,Education,Higher,... if she burns the food,2014,0
Cambodia,M,Education,No education,... if she burns the food,2014,0.7
Cambodia,M,Education,Secondary,... if she burns the food,2014,2
Cambodia,M,Education,Primary,... if she burns the food,2014,2.2
Cambodia,F,Education,Higher,... for at least one specific reason,2014,18.5
Cambodia,F,Education,No education,... for at least one specific reason,2014,57.6
Cambodia,F,Education,Primary,... for at least one specific reason,2014,56
Cambodia,F,Education,Secondary,... for at least one specific reason,2014,42.8
Cambodia,F,Education,Higher,... if she argues with him,2014,6.2
Cambodia,F,Education,No education,... if she argues with him,2014,31.5
Cambodia,F,Education,Primary,... if she argues with him,2014,27.7
Cambodia,F,Education,Secondary,... if she argues with him,2014,18.4
Cambodia,F,Education,Higher,... if she goes out without telling him,2014,7.6
Cambodia,F,Education,No education,... if she goes out without telling him,2014,38
Cambodia,F,Education,Primary,... if she goes out without telling him,2014,36.6
Cambodia,F,Education,Secondary,... if she goes out without telling him,2014,24.9
Cambodia,F,Education,Higher,... if she neglects the children,2014,15.5
Cambodia,F,Education,No education,... if she neglects the children,2014,50.3
Cambodia,F,Education,Primary,... if she neglects the children,2014,49.4
Cambodia,F,Education,Secondary,... if she neglects the children,2014,37.4
Cambodia,F,Education,Higher,... if she refuses to have sex with him,2014,0.8
Cambodia,F,Education,No education,... if she refuses to have sex with him,2014,20.1
Cambodia,F,Education,Primary,... if she refuses to have sex with him,2014,15.5
Cambodia,F,Education,Secondary,... if she refuses to have sex with him,2014,8
Cambodia,M,Education,Higher,... for at least one specific reason,2014,4.9
Cambodia,M,Education,No education,... for at least one specific reason,2014,35.5
Cambodia,M,Education,Primary,... for at least one specific reason,2014,32.2
Cambodia,M,Education,Secondary,... for at least one specific reason,2014,22.6
Cambodia,M,Education,Higher,... if she argues with him,2014,0.7
Cambodia,M,Education,No education,... if she argues with him,2014,16.1
Cambodia,M,Education,Primary,... if she argues with him,2014,14.6
Cambodia,M,Education,Secondary,... if she argues with him,2014,9.1
