Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Afghanistan,M,Employment,Employed for kind,... if she goes out without telling him,2015,65.7
Afghanistan,M,Employment,Unemployed,... if she goes out without telling him,2015,54.8
Afghanistan,M,Employment,Employed for cash,... if she neglects the children,2015,25.6
Afghanistan,M,Employment,Employed for kind,... if she neglects the children,2015,30.6
Afghanistan,M,Employment,Unemployed,... if she neglects the children,2015,31.8
Afghanistan,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,18.9
Afghanistan,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,27.8
Afghanistan,M,Employment,Unemployed,... if she refuses to have sex with him,2015,17
Albania,F,Employment,Employed for cash,... if she burns the food,2017,0.6
Albania,F,Employment,Unemployed,... if she burns the food,2017,0.8
Albania,F,Employment,Employed for kind,... if she burns the food,2017,2.4
Albania,M,Employment,Employed for cash,... if she burns the food,2017,0.3
Albania,M,Employment,Employed for kind,... if she burns the food,2017,0.5
Albania,M,Employment,Unemployed,... if she burns the food,2017,0.8
Albania,F,Employment,Employed for cash,... for at least one specific reason,2017,4.1
Albania,F,Employment,Employed for kind,... for at least one specific reason,2017,17
Albania,F,Employment,Unemployed,... for at least one specific reason,2017,7.6
Albania,F,Employment,Employed for cash,... if she argues with him,2017,1.2
Albania,F,Employment,Employed for kind,... if she argues with him,2017,6.9
Albania,F,Employment,Unemployed,... if she argues with him,2017,1.7
Albania,F,Employment,Employed for cash,... if she goes out without telling him,2017,1.8
Albania,F,Employment,Employed for kind,... if she goes out without telling him,2017,8.9
Albania,F,Employment,Unemployed,... if she goes out without telling him,2017,4.4
Albania,F,Employment,Employed for cash,... if she neglects the children,2017,3.2
Albania,F,Employment,Employed for kind,... if she neglects the children,2017,13.6
Albania,F,Employment,Unemployed,... if she neglects the children,2017,5.8
Albania,F,Employment,Employed for cash,... if she refuses to have sex with him,2017,0.7
Albania,F,Employment,Employed for kind,... if she refuses to have sex with him,2017,3
Albania,F,Employment,Unemployed,... if she refuses to have sex with him,2017,0.8
Albania,M,Employment,Employed for cash,... for at least one specific reason,2017,10.8
Albania,M,Employment,Employed for kind,... for at least one specific reason,2017,9.6
Albania,M,Employment,Unemployed,... for at least one specific reason,2017,12.4
Albania,M,Employment,Employed for cash,... if she argues with him,2017,3.4
Albania,M,Employment,Employed for kind,... if she argues with him,2017,3.6
Albania,M,Employment,Unemployed,... if she argues with him,2017,5
Albania,M,Employment,Employed for cash,... if she goes out without telling him,2017,7.2
Albania,M,Employment,Employed for kind,... if she goes out without telling him,2017,6.2
Albania,M,Employment,Unemployed,... if she goes out without telling him,2017,5.6
Albania,M,Employment,Employed for cash,... if she neglects the children,2017,7.5
Albania,M,Employment,Employed for kind,... if she neglects the children,2017,5.5
Albania,M,Employment,Unemployed,... if she neglects the children,2017,9.1
Albania,M,Employment,Employed for cash,... if she refuses to have sex with him,2017,1.3
Albania,M,Employment,Employed for kind,... if she refuses to have sex with him,2017,0.9
Albania,M,Employment,Unemployed,... if she refuses to have sex with him,2017,3.5
Angola,F,Employment,Unemployed,... if she burns the food,2015,8.8
Angola,F,Employment,Employed for cash,... if she burns the food,2015,9.9
Angola,F,Employment,Employed for kind,... if she burns the food,2015,14.3
Angola,M,Employment,Employed for cash,... if she burns the food,2015,5.5
Angola,M,Employment,Unemployed,... if she burns the food,2015,6.1
Angola,M,Employment,Employed for kind,... if she burns the food,2015,7.9
Angola,F,Employment,Employed for cash,... for at least one specific reason,2015,26.6
Angola,F,Employment,Employed for kind,... for at least one specific reason,2015,28.4
Angola,F,Employment,Unemployed,... for at least one specific reason,2015,21.3
Angola,F,Employment,Employed for cash,... if she argues with him,2015,16.1
Angola,F,Employment,Employed for kind,... if she argues with him,2015,19.1
Angola,F,Employment,Unemployed,... if she argues with him,2015,11.6
Angola,F,Employment,Employed for cash,... if she goes out without telling him,2015,15.2
Angola,F,Employment,Employed for kind,... if she goes out without telling him,2015,17.3
Angola,F,Employment,Unemployed,... if she goes out without telling him,2015,11.7
Angola,F,Employment,Employed for cash,... if she neglects the children,2015,16.7
Angola,F,Employment,Employed for kind,... if she neglects the children,2015,18.9
Angola,F,Employment,Unemployed,... if she neglects the children,2015,14
Angola,F,Employment,Employed for cash,... if she refuses to have sex with him,2015,12.4
Angola,F,Employment,Employed for kind,... if she refuses to have sex with him,2015,14.7
Angola,F,Employment,Unemployed,... if she refuses to have sex with him,2015,8.2
Angola,M,Employment,Employed for cash,... for at least one specific reason,2015,19.7
Angola,M,Employment,Employed for kind,... for at least one specific reason,2015,23.6
Angola,M,Employment,Unemployed,... for at least one specific reason,2015,19
Angola,M,Employment,Employed for cash,... if she argues with him,2015,10.9
Angola,M,Employment,Employed for kind,... if she argues with him,2015,13.3
Angola,M,Employment,Unemployed,... if she argues with him,2015,9.5
Angola,M,Employment,Employed for cash,... if she goes out without telling him,2015,8.2
Angola,M,Employment,Employed for kind,... if she goes out without telling him,2015,9.2
Angola,M,Employment,Unemployed,... if she goes out without telling him,2015,7.7
Angola,M,Employment,Employed for cash,... if she neglects the children,2015,11.3
Angola,M,Employment,Employed for kind,... if she neglects the children,2015,13.8
Angola,M,Employment,Unemployed,... if she neglects the children,2015,11.1
Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,5.2
Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,7.3
Angola,M,Employment,Unemployed,... if she refuses to have sex with him,2015,5.4
Armenia,F,Employment,Unemployed,... if she burns the food,2015,0.2
Armenia,F,Employment,Employed for kind,... if she burns the food,2015,0.3
Armenia,F,Employment,Employed for cash,... if she burns the food,2015,0.6
Armenia,M,Employment,Employed for cash,... if she burns the food,2015,0.6
Armenia,M,Employment,Unemployed,... if she burns the food,2015,0.7
Armenia,M,Employment,Employed for kind,... if she burns the food,2015,1
Armenia,F,Employment,Employed for cash,... for at least one specific reason,2015,9.1
Armenia,F,Employment,Employed for kind,... for at least one specific reason,2015,26.2
Armenia,F,Employment,Unemployed,... for at least one specific reason,2015,9.1
Armenia,F,Employment,Employed for cash,... if she argues with him,2015,6.1
Armenia,F,Employment,Employed for kind,... if she argues with him,2015,16
Armenia,F,Employment,Unemployed,... if she argues with him,2015,5.2
Armenia,F,Employment,Employed for cash,... if she goes out without telling him,2015,4.6
Armenia,F,Employment,Employed for kind,... if she goes out without telling him,2015,19.8
Armenia,F,Employment,Unemployed,... if she goes out without telling him,2015,4.2
Armenia,F,Employment,Employed for cash,... if she neglects the children,2015,7.6
Armenia,F,Employment,Employed for kind,... if she neglects the children,2015,24.4
Armenia,F,Employment,Unemployed,... if she neglects the children,2015,7.6
Armenia,F,Employment,Employed for cash,... if she refuses to have sex with him,2015,1.1
Armenia,F,Employment,Employed for kind,... if she refuses to have sex with him,2015,0.6
Armenia,F,Employment,Unemployed,... if she refuses to have sex with him,2015,0.6
Armenia,M,Employment,Employed for cash,... for at least one specific reason,2015,22.2
Armenia,M,Employment,Employed for kind,... for at least one specific reason,2015,47
Armenia,M,Employment,Unemployed,... for at least one specific reason,2015,20.7
Armenia,M,Employment,Employed for cash,... if she argues with him,2015,17
Armenia,M,Employment,Employed for kind,... if she argues with him,2015,31.7
Armenia,M,Employment,Unemployed,... if she argues with him,2015,12.2
Armenia,M,Employment,Employed for cash,... if she goes out without telling him,2015,12.3
Armenia,M,Employment,Employed for kind,... if she goes out without telling him,2015,26.3
Armenia,M,Employment,Unemployed,... if she goes out without telling him,2015,8.7
Armenia,M,Employment,Employed for cash,... if she neglects the children,2015,17
Armenia,M,Employment,Employed for kind,... if she neglects the children,2015,31.5
Armenia,M,Employment,Unemployed,... if she neglects the children,2015,16
Armenia,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,1.5
Armenia,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,6
Armenia,M,Employment,Unemployed,... if she refuses to have sex with him,2015,1.5
Azerbaijan,F,Employment,Employed for cash,... if she burns the food,2006,9.1
Azerbaijan,F,Employment,Unemployed,... if she burns the food,2006,12.6
Azerbaijan,F,Employment,Employed for kind,... if she burns the food,2006,21.9
Azerbaijan,M,Employment,Employed for kind,... if she burns the food,2006,3.7
Azerbaijan,M,Employment,Employed for cash,... if she burns the food,2006,6.6
Azerbaijan,M,Employment,Unemployed,... if she burns the food,2006,8.6
Azerbaijan,F,Employment,Employed for cash,... for at least one specific reason,2006,42.2
Azerbaijan,F,Employment,Employed for kind,... for at least one specific reason,2006,63.9
Azerbaijan,F,Employment,Unemployed,... for at least one specific reason,2006,50.2
Azerbaijan,F,Employment,Employed for cash,... if she argues with him,2006,25.2
Azerbaijan,F,Employment,Employed for kind,... if she argues with him,2006,43.1
Azerbaijan,F,Employment,Unemployed,... if she argues with him,2006,32.4
Azerbaijan,F,Employment,Employed for cash,... if she goes out without telling him,2006,35
Azerbaijan,F,Employment,Employed for kind,... if she goes out without telling him,2006,59.2
Azerbaijan,F,Employment,Unemployed,... if she goes out without telling him,2006,43.9
Azerbaijan,F,Employment,Employed for cash,... if she neglects the children,2006,27.7
Azerbaijan,F,Employment,Employed for kind,... if she neglects the children,2006,50
Azerbaijan,F,Employment,Unemployed,... if she neglects the children,2006,35.8
Azerbaijan,F,Employment,Employed for cash,... if she refuses to have sex with him,2006,10.8
Azerbaijan,F,Employment,Employed for kind,... if she refuses to have sex with him,2006,23.4
Azerbaijan,F,Employment,Unemployed,... if she refuses to have sex with him,2006,14.8
Azerbaijan,M,Employment,Employed for cash,... for at least one specific reason,2006,59.4
Azerbaijan,M,Employment,Employed for kind,... for at least one specific reason,2006,45.3
Azerbaijan,M,Employment,Unemployed,... for at least one specific reason,2006,58.5
Azerbaijan,M,Employment,Employed for cash,... if she argues with him,2006,53.4
Azerbaijan,M,Employment,Employed for kind,... if she argues with him,2006,42.5
Azerbaijan,M,Employment,Unemployed,... if she argues with him,2006,49.5
Azerbaijan,M,Employment,Employed for cash,... if she goes out without telling him,2006,41.3
Azerbaijan,M,Employment,Employed for kind,... if she goes out without telling him,2006,29.5
Azerbaijan,M,Employment,Unemployed,... if she goes out without telling him,2006,39.2
Azerbaijan,M,Employment,Employed for cash,... if she neglects the children,2006,35.2
Azerbaijan,M,Employment,Employed for kind,... if she neglects the children,2006,32
Azerbaijan,M,Employment,Unemployed,... if she neglects the children,2006,33.7
Azerbaijan,M,Employment,Employed for cash,... if she refuses to have sex with him,2006,11.7
Azerbaijan,M,Employment,Employed for kind,... if she refuses to have sex with him,2006,4.6
Azerbaijan,M,Employment,Unemployed,... if she refuses to have sex with him,2006,12.8
Bangladesh,F,Employment,Unemployed,... if she burns the food,2014,4.1
Bangladesh,F,Employment,Employed for cash,... if she burns the food,2014,4.7
Bangladesh,F,Employment,Employed for kind,... if she burns the food,2014,5.3
Bangladesh,F,Employment,Employed for cash,... for at least one specific reason,2014,28.8
Bangladesh,F,Employment,Employed for kind,... for at least one specific reason,2014,29.2
Bangladesh,F,Employment,Unemployed,... for at least one specific reason,2014,28
Bangladesh,F,Employment,Employed for cash,... if she argues with him,2014,20.6
Bangladesh,F,Employment,Employed for kind,... if she argues with him,2014,21.4
Bangladesh,F,Employment,Unemployed,... if she argues with him,2014,19.5
Bangladesh,F,Employment,Employed for cash,... if she goes out without telling him,2014,14.9
Bangladesh,F,Employment,Employed for kind,... if she goes out without telling him,2014,15.3
Bangladesh,F,Employment,Unemployed,... if she goes out without telling him,2014,14.2
Bangladesh,F,Employment,Employed for cash,... if she neglects the children,2014,15.6
Bangladesh,F,Employment,Employed for kind,... if she neglects the children,2014,16.5
Bangladesh,F,Employment,Unemployed,... if she neglects the children,2014,14.5
Bangladesh,F,Employment,Employed for cash,... if she refuses to have sex with him,2014,8
Bangladesh,F,Employment,Employed for kind,... if she refuses to have sex with him,2014,8.2
Bangladesh,F,Employment,Unemployed,... if she refuses to have sex with him,2014,6.7
Benin,F,Employment,Unemployed,... if she burns the food,2017,11.7
Benin,F,Employment,Employed for kind,... if she burns the food,2017,14.4
Benin,F,Employment,Employed for cash,... if she burns the food,2017,14.6
Benin,M,Employment,Unemployed,... if she burns the food,2017,4.4
Benin,M,Employment,Employed for cash,... if she burns the food,2017,6.6
Benin,M,Employment,Employed for kind,... if she burns the food,2017,11
Benin,F,Employment,Employed for cash,... for at least one specific reason,2017,33.1
Benin,F,Employment,Employed for kind,... for at least one specific reason,2017,30.6
Benin,F,Employment,Unemployed,... for at least one specific reason,2017,29.3
Benin,F,Employment,Employed for cash,... if she argues with him,2017,21.5
Benin,F,Employment,Employed for kind,... if she argues with him,2017,19.6
Benin,F,Employment,Unemployed,... if she argues with him,2017,19.9
Benin,F,Employment,Employed for cash,... if she goes out without telling him,2017,22.6
Benin,F,Employment,Employed for kind,... if she goes out without telling him,2017,17.1
Benin,F,Employment,Unemployed,... if she goes out without telling him,2017,20.7
Benin,F,Employment,Employed for cash,... if she neglects the children,2017,23.5
Benin,F,Employment,Employed for kind,... if she neglects the children,2017,21.8
Benin,F,Employment,Unemployed,... if she neglects the children,2017,20.8
Benin,F,Employment,Employed for cash,... if she refuses to have sex with him,2017,12.9
Benin,F,Employment,Employed for kind,... if she refuses to have sex with him,2017,11.1
Benin,F,Employment,Unemployed,... if she refuses to have sex with him,2017,13.5
Benin,M,Employment,Employed for cash,... for at least one specific reason,2017,15.2
Benin,M,Employment,Employed for kind,... for at least one specific reason,2017,23.4
Benin,M,Employment,Unemployed,... for at least one specific reason,2017,10.1
Benin,M,Employment,Employed for cash,... if she argues with him,2017,9.8
Benin,M,Employment,Employed for kind,... if she argues with him,2017,12.6
Benin,M,Employment,Unemployed,... if she argues with him,2017,6.2
Benin,M,Employment,Employed for cash,... if she goes out without telling him,2017,8.7
Benin,M,Employment,Employed for kind,... if she goes out without telling him,2017,13
Benin,M,Employment,Unemployed,... if she goes out without telling him,2017,5.7
Benin,M,Employment,Employed for cash,... if she neglects the children,2017,9.1
Benin,M,Employment,Employed for kind,... if she neglects the children,2017,14.3
Benin,M,Employment,Unemployed,... if she neglects the children,2017,6.2
Benin,M,Employment,Employed for cash,... if she refuses to have sex with him,2017,7.2
Benin,M,Employment,Employed for kind,... if she refuses to have sex with him,2017,9.3
Benin,M,Employment,Unemployed,... if she refuses to have sex with him,2017,3.8
Bolivia,F,Employment,Unemployed,... if she burns the food,2008,2.6
Bolivia,F,Employment,Employed for cash,... if she burns the food,2008,3.2
Bolivia,F,Employment,Employed for kind,... if she burns the food,2008,4.9
Bolivia,F,Employment,Employed for cash,... for at least one specific reason,2008,16.1
Bolivia,F,Employment,Employed for kind,... for at least one specific reason,2008,19.4
Bolivia,F,Employment,Unemployed,... for at least one specific reason,2008,14.4
Bolivia,F,Employment,Employed for cash,... if she argues with him,2008,5.1
Bolivia,F,Employment,Employed for kind,... if she argues with him,2008,7.5
Bolivia,F,Employment,Unemployed,... if she argues with him,2008,4.4
Bolivia,F,Employment,Employed for cash,... if she goes out without telling him,2008,5.9
Bolivia,F,Employment,Employed for kind,... if she goes out without telling him,2008,8.7
Bolivia,F,Employment,Unemployed,... if she goes out without telling him,2008,4.6
Bolivia,F,Employment,Employed for cash,... if she neglects the children,2008,12.2
Bolivia,F,Employment,Employed for kind,... if she neglects the children,2008,14
Bolivia,F,Employment,Unemployed,... if she neglects the children,2008,11.5
Bolivia,F,Employment,Employed for cash,... if she refuses to have sex with him,2008,2.3
Bolivia,F,Employment,Employed for kind,... if she refuses to have sex with him,2008,3.2
Bolivia,F,Employment,Unemployed,... if she refuses to have sex with him,2008,1.7
Burkina Faso,F,Employment,Employed for kind,... if she burns the food,2010,8.5
Burkina Faso,F,Employment,Employed for cash,... if she burns the food,2010,10
Burkina Faso,F,Employment,Unemployed,... if she burns the food,2010,12.1
Burkina Faso,M,Employment,Unemployed,... if she burns the food,2010,5.5
Burkina Faso,M,Employment,Employed for cash,... if she burns the food,2010,6.1
Burkina Faso,M,Employment,Employed for kind,... if she burns the food,2010,9.2
Burkina Faso,F,Employment,Employed for cash,... for at least one specific reason,2010,40.6
Burkina Faso,F,Employment,Employed for kind,... for at least one specific reason,2010,45.8
Burkina Faso,F,Employment,Unemployed,... for at least one specific reason,2010,43.8
Burkina Faso,F,Employment,Employed for cash,... if she argues with him,2010,29.5
Burkina Faso,F,Employment,Employed for kind,... if she argues with him,2010,30.6
Burkina Faso,F,Employment,Unemployed,... if she argues with him,2010,33.8
Burkina Faso,F,Employment,Employed for cash,... if she goes out without telling him,2010,27.9
Burkina Faso,F,Employment,Employed for kind,... if she goes out without telling him,2010,31.6
Burkina Faso,F,Employment,Unemployed,... if she goes out without telling him,2010,31.9
Burkina Faso,F,Employment,Employed for cash,... if she neglects the children,2010,28.8
Burkina Faso,F,Employment,Employed for kind,... if she neglects the children,2010,31.1
Burkina Faso,F,Employment,Unemployed,... if she neglects the children,2010,31.8
Burkina Faso,F,Employment,Employed for cash,... if she refuses to have sex with him,2010,16.1
Burkina Faso,F,Employment,Employed for kind,... if she refuses to have sex with him,2010,18.9
Burkina Faso,F,Employment,Unemployed,... if she refuses to have sex with him,2010,27.7
Burkina Faso,M,Employment,Employed for cash,... for at least one specific reason,2010,27
Burkina Faso,M,Employment,Employed for kind,... for at least one specific reason,2010,44
Burkina Faso,M,Employment,Unemployed,... for at least one specific reason,2010,22.8
Burkina Faso,M,Employment,Employed for cash,... if she argues with him,2010,15.3
Burkina Faso,M,Employment,Employed for kind,... if she argues with him,2010,27
Burkina Faso,M,Employment,Unemployed,... if she argues with him,2010,8.6
Burkina Faso,M,Employment,Employed for cash,... if she goes out without telling him,2010,13.3
Burkina Faso,M,Employment,Employed for kind,... if she goes out without telling him,2010,24.1
Burkina Faso,M,Employment,Unemployed,... if she goes out without telling him,2010,7.5
Burkina Faso,M,Employment,Employed for cash,... if she neglects the children,2010,16.7
Burkina Faso,M,Employment,Employed for kind,... if she neglects the children,2010,24.8
Burkina Faso,M,Employment,Unemployed,... if she neglects the children,2010,14.6
Burkina Faso,M,Employment,Employed for cash,... if she refuses to have sex with him,2010,9.1
Burkina Faso,M,Employment,Employed for kind,... if she refuses to have sex with him,2010,13.5
Burkina Faso,M,Employment,Unemployed,... if she refuses to have sex with him,2010,6.7
Burundi,F,Employment,Unemployed,... if she burns the food,2016,14.5
Burundi,F,Employment,Employed for cash,... if she burns the food,2016,22.6
Burundi,F,Employment,Employed for kind,... if she burns the food,2016,23.9
Burundi,M,Employment,Employed for cash,... if she burns the food,2016,3.8
Burundi,M,Employment,Unemployed,... if she burns the food,2016,5.5
Burundi,M,Employment,Employed for kind,... if she burns the food,2016,6.5
Burundi,F,Employment,Employed for cash,... for at least one specific reason,2016,64.1
Burundi,F,Employment,Employed for kind,... for at least one specific reason,2016,63
Burundi,F,Employment,Unemployed,... for at least one specific reason,2016,52
Burundi,F,Employment,Employed for cash,... if she argues with him,2016,29.5
Burundi,F,Employment,Employed for kind,... if she argues with him,2016,33.3
Burundi,F,Employment,Unemployed,... if she argues with him,2016,21.5
Burundi,F,Employment,Employed for cash,... if she goes out without telling him,2016,40.9
Burundi,F,Employment,Employed for kind,... if she goes out without telling him,2016,40.7
Burundi,F,Employment,Unemployed,... if she goes out without telling him,2016,30.1
Burundi,F,Employment,Employed for cash,... if she neglects the children,2016,53.8
Burundi,F,Employment,Employed for kind,... if she neglects the children,2016,52.5
Burundi,F,Employment,Unemployed,... if she neglects the children,2016,44
Burundi,F,Employment,Employed for cash,... if she refuses to have sex with him,2016,44.1
Burundi,F,Employment,Employed for kind,... if she refuses to have sex with him,2016,43.9
Burundi,F,Employment,Unemployed,... if she refuses to have sex with him,2016,29.3
Burundi,M,Employment,Employed for cash,... for at least one specific reason,2016,33.1
Burundi,M,Employment,Employed for kind,... for at least one specific reason,2016,36.4
Burundi,M,Employment,Unemployed,... for at least one specific reason,2016,41.9
Burundi,M,Employment,Employed for cash,... if she argues with him,2016,9.8
Burundi,M,Employment,Employed for kind,... if she argues with him,2016,10.7
Burundi,M,Employment,Unemployed,... if she argues with him,2016,10.8
Burundi,M,Employment,Employed for cash,... if she goes out without telling him,2016,16.8
Burundi,M,Employment,Employed for kind,... if she goes out without telling him,2016,17.1
Burundi,M,Employment,Unemployed,... if she goes out without telling him,2016,21.2
Burundi,M,Employment,Employed for cash,... if she neglects the children,2016,24.5
Burundi,M,Employment,Employed for kind,... if she neglects the children,2016,27.3
Burundi,M,Employment,Unemployed,... if she neglects the children,2016,32.7
Burundi,M,Employment,Employed for cash,... if she refuses to have sex with him,2016,12.6
Burundi,M,Employment,Employed for kind,... if she refuses to have sex with him,2016,13.5
Burundi,M,Employment,Unemployed,... if she refuses to have sex with him,2016,20.6
Cambodia,F,Employment,Unemployed,... if she burns the food,2014,11.4
Cambodia,F,Employment,Employed for cash,... if she burns the food,2014,11.8
Cambodia,F,Employment,Employed for kind,... if she burns the food,2014,11.9
Cambodia,M,Employment,Employed for cash,... if she burns the food,2014,1.8
Cambodia,M,Employment,Employed for kind,... if she burns the food,2014,1.9
Cambodia,M,Employment,Unemployed,... if she burns the food,2014,2.1
Cambodia,F,Employment,Employed for cash,... for at least one specific reason,2014,49.7
Cambodia,F,Employment,Employed for kind,... for at least one specific reason,2014,58
Cambodia,F,Employment,Unemployed,... for at least one specific reason,2014,47.5
Cambodia,F,Employment,Employed for cash,... if she argues with him,2014,24.4
Cambodia,F,Employment,Employed for kind,... if she argues with him,2014,24.9
Cambodia,F,Employment,Unemployed,... if she argues with him,2014,21.5
Cambodia,F,Employment,Employed for cash,... if she goes out without telling him,2014,32.1
Cambodia,F,Employment,Employed for kind,... if she goes out without telling him,2014,33.3
Cambodia,F,Employment,Unemployed,... if she goes out without telling him,2014,28
Cambodia,F,Employment,Employed for cash,... if she neglects the children,2014,43.5
Cambodia,F,Employment,Employed for kind,... if she neglects the children,2014,51.2
Cambodia,F,Employment,Unemployed,... if she neglects the children,2014,41.7
Cambodia,F,Employment,Employed for cash,... if she refuses to have sex with him,2014,13.1
Cambodia,F,Employment,Employed for kind,... if she refuses to have sex with him,2014,15.6
Cambodia,F,Employment,Unemployed,... if she refuses to have sex with him,2014,10.8
Cambodia,M,Employment,Employed for cash,... for at least one specific reason,2014,26.8
Cambodia,M,Employment,Employed for kind,... for at least one specific reason,2014,27.5
Cambodia,M,Employment,Unemployed,... for at least one specific reason,2014,16.3
Cambodia,M,Employment,Employed for cash,... if she argues with him,2014,11.8
Cambodia,M,Employment,Employed for kind,... if she argues with him,2014,9.3
Cambodia,M,Employment,Unemployed,... if she argues with him,2014,5.9
Cambodia,M,Employment,Employed for cash,... if she goes out without telling him,2014,12.9
Cambodia,M,Employment,Employed for kind,... if she goes out without telling him,2014,13.9
Cambodia,M,Employment,Unemployed,... if she goes out without telling him,2014,5.7
Cambodia,M,Employment,Employed for cash,... if she neglects the children,2014,19.4
Cambodia,M,Employment,Employed for kind,... if she neglects the children,2014,22.8
Cambodia,M,Employment,Unemployed,... if she neglects the children,2014,12.1
Cambodia,M,Employment,Employed for cash,... if she refuses to have sex with him,2014,3.8
Cambodia,M,Employment,Employed for kind,... if she refuses to have sex with him,2014,5.4
Cambodia,M,Employment,Unemployed,... if she refuses to have sex with him,2014,3
Cameroon,F,Employment,Unemployed,... if she burns the food,2011,12.5
Cameroon,F,Employment,Employed for cash,... if she burns the food,2011,13.9
Cameroon,F,Employment,Employed for kind,... if she burns the food,2011,15.3
Cameroon,M,Employment,Unemployed,... if she burns the food,2011,6.6
Cameroon,M,Employment,Employed for kind,... if she burns the food,2011,8.2
Cameroon,M,Employment,Employed for cash,... if she burns the food,2011,9.4
Cameroon,F,Employment,Employed for cash,... for at least one specific reason,2011,47
Cameroon,F,Employment,Employed for kind,... for at least one specific reason,2011,48.7
Cameroon,F,Employment,Unemployed,... for at least one specific reason,2011,44.7
Cameroon,F,Employment,Employed for cash,... if she argues with him,2011,21.6
Cameroon,F,Employment,Employed for kind,... if she argues with him,2011,22.3
Cameroon,F,Employment,Unemployed,... if she argues with him,2011,18.7
Cameroon,F,Employment,Employed for cash,... if she goes out without telling him,2011,27.6
Cameroon,F,Employment,Employed for kind,... if she goes out without telling him,2011,28.9
Cameroon,F,Employment,Unemployed,... if she goes out without telling him,2011,23.8
Cameroon,F,Employment,Employed for cash,... if she neglects the children,2011,38.4
Cameroon,F,Employment,Employed for kind,... if she neglects the children,2011,38.3
Cameroon,F,Employment,Unemployed,... if she neglects the children,2011,35.4
Cameroon,F,Employment,Employed for cash,... if she refuses to have sex with him,2011,15
Cameroon,F,Employment,Employed for kind,... if she refuses to have sex with him,2011,13.8
Cameroon,F,Employment,Unemployed,... if she refuses to have sex with him,2011,12.6
Cameroon,M,Employment,Employed for cash,... for at least one specific reason,2011,39.2
Cameroon,M,Employment,Employed for kind,... for at least one specific reason,2011,36.6
Cameroon,M,Employment,Unemployed,... for at least one specific reason,2011,36.6
Cameroon,M,Employment,Employed for cash,... if she argues with him,2011,18
Cameroon,M,Employment,Employed for kind,... if she argues with him,2011,19.2
Cameroon,M,Employment,Unemployed,... if she argues with him,2011,13.9
Cameroon,M,Employment,Employed for cash,... if she goes out without telling him,2011,21.9
Cameroon,M,Employment,Employed for kind,... if she goes out without telling him,2011,16.7
Cameroon,M,Employment,Unemployed,... if she goes out without telling him,2011,19.7
Cameroon,M,Employment,Employed for cash,... if she neglects the children,2011,29.1
Cameroon,M,Employment,Employed for kind,... if she neglects the children,2011,28
Cameroon,M,Employment,Unemployed,... if she neglects the children,2011,28.2
Cameroon,M,Employment,Employed for cash,... if she refuses to have sex with him,2011,7.9
Cameroon,M,Employment,Employed for kind,... if she refuses to have sex with him,2011,8.1
Cameroon,M,Employment,Unemployed,... if she refuses to have sex with him,2011,6.1
Chad,F,Employment,Unemployed,... if she burns the food,2014,42.3
