Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Afghanistan,M,Marital status,Married or living together,... for at least one specific reason,2015,72.6
Afghanistan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,48.8
Afghanistan,M,Marital status,Married or living together,... if she argues with him,2015,45.5
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,35.1
Afghanistan,M,Marital status,Married or living together,... if she goes out without telling him,2015,61.3
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,36.5
Afghanistan,M,Marital status,Married or living together,... if she neglects the children,2015,26.1
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,29.3
Afghanistan,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,19.7
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,5
Afghanistan,M,Residence,Rural,... for at least one specific reason,2015,76.1
Afghanistan,M,Residence,Urban,... for at least one specific reason,2015,59.9
Afghanistan,M,Residence,Rural,... if she argues with him,2015,47
Afghanistan,M,Residence,Urban,... if she argues with him,2015,40.4
Afghanistan,M,Residence,Rural,... if she goes out without telling him,2015,65.6
Afghanistan,M,Residence,Urban,... if she goes out without telling him,2015,46
Afghanistan,M,Residence,Rural,... if she neglects the children,2015,28.1
Afghanistan,M,Residence,Urban,... if she neglects the children,2015,19.6
Afghanistan,M,Residence,Rural,... if she refuses to have sex with him,2015,21.9
Afghanistan,M,Residence,Urban,... if she refuses to have sex with him,2015,12
Azerbaijan,F,Education,Higher,... if she burns the food,2006,1.5
Azerbaijan,F,Residence,Urban,... if she burns the food,2006,5.8
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,8.9
Azerbaijan,F,Employment,Employed for cash,... if she burns the food,2006,9.1
Azerbaijan,F,Marital status,Never married,... if she burns the food,2006,9.9
Azerbaijan,F,Age,15-24,... if she burns the food,2006,10.7
Azerbaijan,F,Employment,Unemployed,... if she burns the food,2006,12.6
Azerbaijan,F,Age,25-34,... if she burns the food,2006,12.8
Azerbaijan,F,Age,35-49,... if she burns the food,2006,12.9
Azerbaijan,F,Education,Secondary,... if she burns the food,2006,13.3
Azerbaijan,F,Marital status,Married or living together,... if she burns the food,2006,13.6
Azerbaijan,F,Residence,Rural,... if she burns the food,2006,20.3
Azerbaijan,F,Employment,Employed for kind,... if she burns the food,2006,21.9
Azerbaijan,F,Education,Primary,... if she burns the food,2006,25.5
Azerbaijan,F,Education,No education,... if she burns the food,2006,33
Azerbaijan,M,Residence,Urban,... if she burns the food,2006,3.3
Azerbaijan,M,Education,Higher,... if she burns the food,2006,3.5
Azerbaijan,M,Employment,Employed for kind,... if she burns the food,2006,3.7
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,3.8
Azerbaijan,M,Age,25-34,... if she burns the food,2006,5.5
Azerbaijan,M,Marital status,Married or living together,... if she burns the food,2006,5.6
Azerbaijan,M,Age,35-49,... if she burns the food,2006,6
Azerbaijan,M,Employment,Employed for cash,... if she burns the food,2006,6.6
Azerbaijan,M,Education,Secondary,... if she burns the food,2006,7.8
Azerbaijan,M,Employment,Unemployed,... if she burns the food,2006,8.6
Azerbaijan,M,Marital status,Never married,... if she burns the food,2006,9.3
Azerbaijan,M,Age,15-24,... if she burns the food,2006,9.4
Azerbaijan,M,Residence,Rural,... if she burns the food,2006,11.8
Azerbaijan,F,Age,15-24,... for at least one specific reason,2006,43.7
Azerbaijan,F,Age,25-34,... for at least one specific reason,2006,52
Azerbaijan,F,Age,35-49,... for at least one specific reason,2006,51.5
Azerbaijan,F,Age,15-24,... if she argues with him,2006,27.9
Azerbaijan,F,Age,25-34,... if she argues with him,2006,33.2
Azerbaijan,F,Age,35-49,... if she argues with him,2006,32.9
Azerbaijan,F,Age,15-24,... if she goes out without telling him,2006,36.9
Azerbaijan,F,Age,25-34,... if she goes out without telling him,2006,46.1
Azerbaijan,F,Age,35-49,... if she goes out without telling him,2006,44.9
Azerbaijan,F,Age,15-24,... if she neglects the children,2006,30.9
Azerbaijan,F,Age,25-34,... if she neglects the children,2006,35.8
Azerbaijan,F,Age,35-49,... if she neglects the children,2006,36.9
Azerbaijan,F,Age,15-24,... if she refuses to have sex with him,2006,11.7
Azerbaijan,F,Age,25-34,... if she refuses to have sex with him,2006,15.3
Azerbaijan,F,Age,35-49,... if she refuses to have sex with him,2006,15.6
Azerbaijan,F,Education,Higher,... for at least one specific reason,2006,22.5
Azerbaijan,F,Education,No education,... for at least one specific reason,2006,74.3
Azerbaijan,F,Education,Primary,... for at least one specific reason,2006,63.1
Azerbaijan,F,Education,Secondary,... for at least one specific reason,2006,52.5
Azerbaijan,F,Education,Higher,... if she argues with him,2006,11.2
Azerbaijan,F,Education,No education,... if she argues with him,2006,55.2
Azerbaijan,F,Education,Primary,... if she argues with him,2006,43.6
Azerbaijan,F,Education,Secondary,... if she argues with him,2006,33.9
Azerbaijan,F,Education,Higher,... if she goes out without telling him,2006,17.2
Azerbaijan,F,Education,No education,... if she goes out without telling him,2006,68.5
Azerbaijan,F,Education,Primary,... if she goes out without telling him,2006,58.3
Azerbaijan,F,Education,Secondary,... if she goes out without telling him,2006,45.8
Azerbaijan,F,Education,Higher,... if she neglects the children,2006,11.6
Azerbaijan,F,Education,No education,... if she neglects the children,2006,64.7
Azerbaijan,F,Education,Primary,... if she neglects the children,2006,47.6
Azerbaijan,F,Education,Secondary,... if she neglects the children,2006,37.6
Azerbaijan,F,Education,Higher,... if she refuses to have sex with him,2006,2.8
Azerbaijan,F,Education,No education,... if she refuses to have sex with him,2006,37.4
Azerbaijan,F,Education,Primary,... if she refuses to have sex with him,2006,26
Azerbaijan,F,Education,Secondary,... if she refuses to have sex with him,2006,15.5
Azerbaijan,F,Employment,Employed for cash,... for at least one specific reason,2006,42.2
Azerbaijan,F,Employment,Employed for kind,... for at least one specific reason,2006,63.9
Azerbaijan,F,Employment,Unemployed,... for at least one specific reason,2006,50.2
Azerbaijan,F,Employment,Employed for cash,... if she argues with him,2006,25.2
Azerbaijan,F,Employment,Employed for kind,... if she argues with him,2006,43.1
Azerbaijan,F,Employment,Unemployed,... if she argues with him,2006,32.4
Azerbaijan,F,Employment,Employed for cash,... if she goes out without telling him,2006,35
Azerbaijan,F,Employment,Employed for kind,... if she goes out without telling him,2006,59.2
Azerbaijan,F,Employment,Unemployed,... if she goes out without telling him,2006,43.9
Azerbaijan,F,Employment,Employed for cash,... if she neglects the children,2006,27.7
Azerbaijan,F,Employment,Employed for kind,... if she neglects the children,2006,50
Azerbaijan,F,Employment,Unemployed,... if she neglects the children,2006,35.8
Azerbaijan,F,Employment,Employed for cash,... if she refuses to have sex with him,2006,10.8
Azerbaijan,F,Employment,Employed for kind,... if she refuses to have sex with him,2006,23.4
Azerbaijan,F,Employment,Unemployed,... if she refuses to have sex with him,2006,14.8
Azerbaijan,F,Marital status,Married or living together,... for at least one specific reason,2006,54.7
Azerbaijan,F,Marital status,Never married,... for at least one specific reason,2006,39
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2006,41.6
Azerbaijan,F,Marital status,Married or living together,... if she argues with him,2006,35.1
Azerbaijan,F,Marital status,Never married,... if she argues with him,2006,24.6
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2006,26.6
Azerbaijan,F,Marital status,Married or living together,... if she goes out without telling him,2006,48.7
Azerbaijan,F,Marital status,Never married,... if she goes out without telling him,2006,31.4
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2006,36.2
Azerbaijan,F,Marital status,Married or living together,... if she neglects the children,2006,38.8
Azerbaijan,F,Marital status,Never married,... if she neglects the children,2006,27.3
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2006,29
Azerbaijan,F,Marital status,Married or living together,... if she refuses to have sex with him,2006,17.1
Azerbaijan,F,Marital status,Never married,... if she refuses to have sex with him,2006,8.9
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2006,11.3
Azerbaijan,F,Residence,Rural,... for at least one specific reason,2006,60.6
Azerbaijan,F,Residence,Urban,... for at least one specific reason,2006,40
Azerbaijan,F,Residence,Rural,... if she argues with him,2006,42.4
Azerbaijan,F,Residence,Urban,... if she argues with him,2006,22.8
Azerbaijan,F,Residence,Rural,... if she goes out without telling him,2006,54.3
Azerbaijan,F,Residence,Urban,... if she goes out without telling him,2006,33.4
Azerbaijan,F,Residence,Rural,... if she neglects the children,2006,47.3
Azerbaijan,F,Residence,Urban,... if she neglects the children,2006,24.8
Azerbaijan,F,Residence,Rural,... if she refuses to have sex with him,2006,21.5
Azerbaijan,F,Residence,Urban,... if she refuses to have sex with him,2006,8.6
Azerbaijan,M,Age,15-24,... for at least one specific reason,2006,63.5
Azerbaijan,M,Age,25-34,... for at least one specific reason,2006,58.9
Azerbaijan,M,Age,35-49,... for at least one specific reason,2006,53.9
Azerbaijan,M,Age,15-24,... if she argues with him,2006,55.8
Azerbaijan,M,Age,25-34,... if she argues with him,2006,53.1
Azerbaijan,M,Age,35-49,... if she argues with him,2006,47.6
Azerbaijan,M,Age,15-24,... if she goes out without telling him,2006,45.7
Azerbaijan,M,Age,25-34,... if she goes out without telling him,2006,42.3
Azerbaijan,M,Age,35-49,... if she goes out without telling him,2006,34.2
Azerbaijan,M,Age,15-24,... if she neglects the children,2006,39.4
Azerbaijan,M,Age,25-34,... if she neglects the children,2006,35.4
Azerbaijan,M,Age,35-49,... if she neglects the children,2006,30.3
Azerbaijan,M,Age,15-24,... if she refuses to have sex with him,2006,15.2
Azerbaijan,M,Age,25-34,... if she refuses to have sex with him,2006,10.3
Azerbaijan,M,Age,35-49,... if she refuses to have sex with him,2006,9.7
Azerbaijan,M,Education,Higher,... for at least one specific reason,2006,52.5
Azerbaijan,M,Education,Secondary,... for at least one specific reason,2006,59.9
Azerbaijan,M,Education,Higher,... if she argues with him,2006,47.5
Azerbaijan,M,Education,Secondary,... if she argues with him,2006,52.8
Azerbaijan,M,Education,Higher,... if she goes out without telling him,2006,31.1
Azerbaijan,M,Education,Secondary,... if she goes out without telling him,2006,42.2
Azerbaijan,M,Education,Higher,... if she neglects the children,2006,17
Azerbaijan,M,Education,Secondary,... if she neglects the children,2006,38.8
Azerbaijan,M,Education,Higher,... if she refuses to have sex with him,2006,5.2
Azerbaijan,M,Education,Secondary,... if she refuses to have sex with him,2006,13.2
Azerbaijan,M,Employment,Employed for cash,... for at least one specific reason,2006,59.4
Azerbaijan,M,Employment,Employed for kind,... for at least one specific reason,2006,45.3
Azerbaijan,M,Employment,Unemployed,... for at least one specific reason,2006,58.5
Azerbaijan,M,Employment,Employed for cash,... if she argues with him,2006,53.4
Azerbaijan,M,Employment,Employed for kind,... if she argues with him,2006,42.5
Azerbaijan,M,Employment,Unemployed,... if she argues with him,2006,49.5
Azerbaijan,M,Employment,Employed for cash,... if she goes out without telling him,2006,41.3
Azerbaijan,M,Employment,Employed for kind,... if she goes out without telling him,2006,29.5
Azerbaijan,M,Employment,Unemployed,... if she goes out without telling him,2006,39.2
Azerbaijan,M,Employment,Employed for cash,... if she neglects the children,2006,35.2
Azerbaijan,M,Employment,Employed for kind,... if she neglects the children,2006,32
Azerbaijan,M,Employment,Unemployed,... if she neglects the children,2006,33.7
Azerbaijan,M,Employment,Employed for cash,... if she refuses to have sex with him,2006,11.7
Azerbaijan,M,Employment,Employed for kind,... if she refuses to have sex with him,2006,4.6
Azerbaijan,M,Employment,Unemployed,... if she refuses to have sex with him,2006,12.8
Azerbaijan,M,Marital status,Married or living together,... for at least one specific reason,2006,54.8
Azerbaijan,M,Marital status,Never married,... for at least one specific reason,2006,63.9
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2006,62.5
Azerbaijan,M,Marital status,Married or living together,... if she argues with him,2006,48.7
Azerbaijan,M,Marital status,Never married,... if she argues with him,2006,56.2
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2006,59.2
Azerbaijan,M,Marital status,Married or living together,... if she goes out without telling him,2006,36.8
Azerbaijan,M,Marital status,Never married,... if she goes out without telling him,2006,45.5
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2006,32.6
Azerbaijan,M,Marital status,Married or living together,... if she neglects the children,2006,31.7
Azerbaijan,M,Marital status,Never married,... if she neglects the children,2006,39.3
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2006,34
Azerbaijan,M,Marital status,Married or living together,... if she refuses to have sex with him,2006,10.1
Azerbaijan,M,Marital status,Never married,... if she refuses to have sex with him,2006,14.1
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2006,10.9
Azerbaijan,M,Residence,Rural,... for at least one specific reason,2006,62.2
Azerbaijan,M,Residence,Urban,... for at least one specific reason,2006,55.4
Azerbaijan,M,Residence,Rural,... if she argues with him,2006,52.5
Azerbaijan,M,Residence,Urban,... if she argues with him,2006,51.1
Azerbaijan,M,Residence,Rural,... if she goes out without telling him,2006,43.9
Azerbaijan,M,Residence,Urban,... if she goes out without telling him,2006,37.1
Azerbaijan,M,Residence,Rural,... if she neglects the children,2006,45.4
Azerbaijan,M,Residence,Urban,... if she neglects the children,2006,26.4
Azerbaijan,M,Residence,Rural,... if she refuses to have sex with him,2006,17.2
Azerbaijan,M,Residence,Urban,... if she refuses to have sex with him,2006,7.4
Burundi,F,Education,Higher,... if she burns the food,2016,1.1
Burundi,F,Residence,Urban,... if she burns the food,2016,11.1
Burundi,F,Employment,Unemployed,... if she burns the food,2016,14.5
Burundi,F,Education,Secondary,... if she burns the food,2016,14.8
Burundi,F,Age,35-49,... if she burns the food,2016,20.4
Burundi,F,Age,25-34,... if she burns the food,2016,20.5
Burundi,F,Marital status,Married or living together,... if she burns the food,2016,20.6
Burundi,F,Marital status,Never married,... if she burns the food,2016,22.2
Burundi,F,Employment,Employed for cash,... if she burns the food,2016,22.6
Burundi,F,Residence,Rural,... if she burns the food,2016,23.6
Burundi,F,Education,Primary,... if she burns the food,2016,23.9
Burundi,F,Employment,Employed for kind,... if she burns the food,2016,23.9
Burundi,F,Age,15-24,... if she burns the food,2016,24.3
Burundi,F,Education,No education,... if she burns the food,2016,25.3
Burundi,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,30.4
Burundi,M,Education,Higher,... if she burns the food,2016,0
Burundi,M,Residence,Urban,... if she burns the food,2016,2.4
Burundi,M,Age,25-34,... if she burns the food,2016,3.3
Burundi,M,Age,35-49,... if she burns the food,2016,3.5
Burundi,M,Education,Secondary,... if she burns the food,2016,3.5
Burundi,M,Marital status,Married or living together,... if she burns the food,2016,3.6
Burundi,M,Employment,Employed for cash,... if she burns the food,2016,3.8
Burundi,M,Residence,Rural,... if she burns the food,2016,5.4
Burundi,M,Employment,Unemployed,... if she burns the food,2016,5.5
Burundi,M,Education,No education,... if she burns the food,2016,5.6
Burundi,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,5.6
Burundi,M,Education,Primary,... if she burns the food,2016,5.9
Burundi,M,Employment,Employed for kind,... if she burns the food,2016,6.5
Burundi,M,Marital status,Never married,... if she burns the food,2016,6.7
Burundi,M,Age,15-24,... if she burns the food,2016,7.2
Burundi,F,Age,15-24,... for at least one specific reason,2016,62.7
Burundi,F,Age,25-34,... for at least one specific reason,2016,61.1
Burundi,F,Age,35-49,... for at least one specific reason,2016,61.2
Burundi,F,Age,15-24,... if she argues with him,2016,30.5
Burundi,F,Age,25-34,... if she argues with him,2016,29.3
Burundi,F,Age,35-49,... if she argues with him,2016,30.4
Burundi,F,Age,15-24,... if she goes out without telling him,2016,39.8
Burundi,F,Age,25-34,... if she goes out without telling him,2016,38.3
Burundi,F,Age,35-49,... if she goes out without telling him,2016,39.4
Burundi,F,Age,15-24,... if she neglects the children,2016,52.7
Burundi,F,Age,25-34,... if she neglects the children,2016,51.2
Burundi,F,Age,35-49,... if she neglects the children,2016,51
Burundi,F,Age,15-24,... if she refuses to have sex with him,2016,40.9
Burundi,F,Age,25-34,... if she refuses to have sex with him,2016,41.3
Burundi,F,Age,35-49,... if she refuses to have sex with him,2016,43.7
Burundi,F,Education,Higher,... for at least one specific reason,2016,22.2
Burundi,F,Education,No education,... for at least one specific reason,2016,65.9
Burundi,F,Education,Primary,... for at least one specific reason,2016,63.9
Burundi,F,Education,Secondary,... for at least one specific reason,2016,53.9
Burundi,F,Education,Higher,... if she argues with him,2016,1.3
Burundi,F,Education,No education,... if she argues with him,2016,34.8
Burundi,F,Education,Primary,... if she argues with him,2016,32.3
Burundi,F,Education,Secondary,... if she argues with him,2016,20.8
Burundi,F,Education,Higher,... if she goes out without telling him,2016,8.7
Burundi,F,Education,No education,... if she goes out without telling him,2016,43.6
Burundi,F,Education,Primary,... if she goes out without telling him,2016,40.9
Burundi,F,Education,Secondary,... if she goes out without telling him,2016,31.3
Burundi,F,Education,Higher,... if she neglects the children,2016,20
Burundi,F,Education,No education,... if she neglects the children,2016,55.1
Burundi,F,Education,Primary,... if she neglects the children,2016,53.7
Burundi,F,Education,Secondary,... if she neglects the children,2016,45
Burundi,F,Education,Higher,... if she refuses to have sex with him,2016,8.2
Burundi,F,Education,No education,... if she refuses to have sex with him,2016,47.9
Burundi,F,Education,Primary,... if she refuses to have sex with him,2016,44.3
Burundi,F,Education,Secondary,... if she refuses to have sex with him,2016,29.9
Burundi,F,Employment,Employed for cash,... for at least one specific reason,2016,64.1
Burundi,F,Employment,Employed for kind,... for at least one specific reason,2016,63
