Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Afghanistan,M,Marital status,Married or living together,... for at least one specific reason,2015,72.6
Afghanistan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,48.8
Afghanistan,M,Marital status,Married or living together,... if she argues with him,2015,45.5
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,35.1
Afghanistan,M,Marital status,Married or living together,... if she goes out without telling him,2015,61.3
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,36.5
Afghanistan,M,Marital status,Married or living together,... if she neglects the children,2015,26.1
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,29.3
Afghanistan,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,19.7
Afghanistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,5
Afghanistan,M,Residence,Rural,... for at least one specific reason,2015,76.1
Afghanistan,M,Residence,Urban,... for at least one specific reason,2015,59.9
Afghanistan,M,Residence,Rural,... if she argues with him,2015,47
Afghanistan,M,Residence,Urban,... if she argues with him,2015,40.4
Afghanistan,M,Residence,Rural,... if she goes out without telling him,2015,65.6
Afghanistan,M,Residence,Urban,... if she goes out without telling him,2015,46
Afghanistan,M,Residence,Rural,... if she neglects the children,2015,28.1
Afghanistan,M,Residence,Urban,... if she neglects the children,2015,19.6
Afghanistan,M,Residence,Rural,... if she refuses to have sex with him,2015,21.9
Afghanistan,M,Residence,Urban,... if she refuses to have sex with him,2015,12
Chad,F,Education,Higher,... if she burns the food,2014,24.4
Chad,F,Marital status,Never married,... if she burns the food,2014,40.9
Chad,F,Employment,Unemployed,... if she burns the food,2014,42.3
Chad,F,Education,No education,... if she burns the food,2014,45.4
Chad,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,45.9
Chad,F,Residence,Urban,... if she burns the food,2014,45.9
Chad,F,Age,35-49,... if she burns the food,2014,47.4
Chad,F,Age,15-24,... if she burns the food,2014,47.7
Chad,F,Employment,Employed for kind,... if she burns the food,2014,49.4
Chad,F,Residence,Rural,... if she burns the food,2014,49.4
Chad,F,Age,25-34,... if she burns the food,2014,50.5
Chad,F,Marital status,Married or living together,... if she burns the food,2014,50.5
Chad,F,Education,Secondary,... if she burns the food,2014,51.9
Chad,F,Education,Primary,... if she burns the food,2014,56.2
Chad,F,Employment,Employed for cash,... if she burns the food,2014,56.7
Chad,M,Education,Higher,... if she burns the food,2014,12.4
Chad,M,Residence,Urban,... if she burns the food,2014,21.6
Chad,M,Age,35-49,... if she burns the food,2014,24
Chad,M,Employment,Unemployed,... if she burns the food,2014,24.3
Chad,M,Education,No education,... if she burns the food,2014,24.7
Chad,M,Employment,Employed for cash,... if she burns the food,2014,25.6
Chad,M,Marital status,Married or living together,... if she burns the food,2014,26
Chad,M,Age,25-34,... if she burns the food,2014,28.6
Chad,M,Education,Secondary,... if she burns the food,2014,28.8
Chad,M,Marital status,Never married,... if she burns the food,2014,28.8
Chad,M,Age,15-24,... if she burns the food,2014,29.3
Chad,M,Residence,Rural,... if she burns the food,2014,30
Chad,M,Employment,Employed for kind,... if she burns the food,2014,31.5
Chad,M,Education,Primary,... if she burns the food,2014,31.9
Chad,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,38.7
Chad,F,Age,15-24,... for at least one specific reason,2014,72.2
Chad,F,Age,25-34,... for at least one specific reason,2014,76.1
Chad,F,Age,35-49,... for at least one specific reason,2014,72.5
Chad,F,Age,15-24,... if she argues with him,2014,47.8
Chad,F,Age,25-34,... if she argues with him,2014,52
Chad,F,Age,35-49,... if she argues with him,2014,50.1
Chad,F,Age,15-24,... if she goes out without telling him,2014,56.2
Chad,F,Age,25-34,... if she goes out without telling him,2014,62.3
Chad,F,Age,35-49,... if she goes out without telling him,2014,59.1
Chad,F,Age,15-24,... if she neglects the children,2014,57.9
Chad,F,Age,25-34,... if she neglects the children,2014,62.6
Chad,F,Age,35-49,... if she neglects the children,2014,59
Chad,F,Age,15-24,... if she refuses to have sex with him,2014,37.2
Chad,F,Age,25-34,... if she refuses to have sex with him,2014,43.3
Chad,F,Age,35-49,... if she refuses to have sex with him,2014,42.2
Chad,F,Education,Higher,... for at least one specific reason,2014,60.1
Chad,F,Education,No education,... for at least one specific reason,2014,70.9
Chad,F,Education,Primary,... for at least one specific reason,2014,79.5
Chad,F,Education,Secondary,... for at least one specific reason,2014,76.7
Chad,F,Education,Higher,... if she argues with him,2014,38.8
Chad,F,Education,No education,... if she argues with him,2014,47.6
Chad,F,Education,Primary,... if she argues with him,2014,55.1
Chad,F,Education,Secondary,... if she argues with him,2014,51.8
Chad,F,Education,Higher,... if she goes out without telling him,2014,37.1
Chad,F,Education,No education,... if she goes out without telling him,2014,56.3
Chad,F,Education,Primary,... if she goes out without telling him,2014,66.5
Chad,F,Education,Secondary,... if she goes out without telling him,2014,60.3
Chad,F,Education,Higher,... if she neglects the children,2014,43.1
Chad,F,Education,No education,... if she neglects the children,2014,56.7
Chad,F,Education,Primary,... if she neglects the children,2014,66.3
Chad,F,Education,Secondary,... if she neglects the children,2014,64
Chad,F,Education,Higher,... if she refuses to have sex with him,2014,21.8
Chad,F,Education,No education,... if she refuses to have sex with him,2014,41.5
Chad,F,Education,Primary,... if she refuses to have sex with him,2014,43.2
Chad,F,Education,Secondary,... if she refuses to have sex with him,2014,33.6
Chad,F,Employment,Employed for cash,... for at least one specific reason,2014,79.6
Chad,F,Employment,Employed for kind,... for at least one specific reason,2014,70.7
Chad,F,Employment,Unemployed,... for at least one specific reason,2014,70
Chad,F,Employment,Employed for cash,... if she argues with him,2014,56.6
Chad,F,Employment,Employed for kind,... if she argues with him,2014,48.8
Chad,F,Employment,Unemployed,... if she argues with him,2014,45.1
Chad,F,Employment,Employed for cash,... if she goes out without telling him,2014,65.5
Chad,F,Employment,Employed for kind,... if she goes out without telling him,2014,60.6
Chad,F,Employment,Unemployed,... if she goes out without telling him,2014,53.8
Chad,F,Employment,Employed for cash,... if she neglects the children,2014,67
Chad,F,Employment,Employed for kind,... if she neglects the children,2014,60.7
Chad,F,Employment,Unemployed,... if she neglects the children,2014,54.2
Chad,F,Employment,Employed for cash,... if she refuses to have sex with him,2014,45.7
Chad,F,Employment,Employed for kind,... if she refuses to have sex with him,2014,40.1
Chad,F,Employment,Unemployed,... if she refuses to have sex with him,2014,37
Chad,F,Marital status,Married or living together,... for at least one specific reason,2014,76
Chad,F,Marital status,Never married,... for at least one specific reason,2014,63.7
Chad,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,71
Chad,F,Marital status,Married or living together,... if she argues with him,2014,52.1
Chad,F,Marital status,Never married,... if she argues with him,2014,39.5
Chad,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,49.3
Chad,F,Marital status,Married or living together,... if she goes out without telling him,2014,62.1
Chad,F,Marital status,Never married,... if she goes out without telling him,2014,46.3
Chad,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,56.9
Chad,F,Marital status,Married or living together,... if she neglects the children,2014,62.1
Chad,F,Marital status,Never married,... if she neglects the children,2014,49.6
Chad,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,58.8
Chad,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,43.7
Chad,F,Marital status,Never married,... if she refuses to have sex with him,2014,26.5
Chad,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,40.8
Chad,F,Residence,Rural,... for at least one specific reason,2014,73.5
Chad,F,Residence,Urban,... for at least one specific reason,2014,73.8
Chad,F,Residence,Rural,... if she argues with him,2014,50.2
Chad,F,Residence,Urban,... if she argues with him,2014,48.4
Chad,F,Residence,Rural,... if she goes out without telling him,2014,59.9
Chad,F,Residence,Urban,... if she goes out without telling him,2014,56.2
Chad,F,Residence,Rural,... if she neglects the children,2014,60.1
Chad,F,Residence,Urban,... if she neglects the children,2014,58.8
Chad,F,Residence,Rural,... if she refuses to have sex with him,2014,42.6
Chad,F,Residence,Urban,... if she refuses to have sex with him,2014,34.2
Chad,M,Age,15-24,... for at least one specific reason,2014,53.2
Chad,M,Age,25-34,... for at least one specific reason,2014,50.5
Chad,M,Age,35-49,... for at least one specific reason,2014,46.8
Chad,M,Age,15-24,... if she argues with him,2014,24.4
Chad,M,Age,25-34,... if she argues with him,2014,20.8
Chad,M,Age,35-49,... if she argues with him,2014,20.6
Chad,M,Age,15-24,... if she goes out without telling him,2014,30
Chad,M,Age,25-34,... if she goes out without telling him,2014,28.1
Chad,M,Age,35-49,... if she goes out without telling him,2014,25.7
Chad,M,Age,15-24,... if she neglects the children,2014,38.4
Chad,M,Age,25-34,... if she neglects the children,2014,37.3
Chad,M,Age,35-49,... if she neglects the children,2014,34.8
Chad,M,Age,15-24,... if she refuses to have sex with him,2014,25.9
Chad,M,Age,25-34,... if she refuses to have sex with him,2014,22.9
Chad,M,Age,35-49,... if she refuses to have sex with him,2014,21.5
Chad,M,Education,Higher,... for at least one specific reason,2014,36.6
Chad,M,Education,No education,... for at least one specific reason,2014,50.2
Chad,M,Education,Primary,... for at least one specific reason,2014,53
Chad,M,Education,Secondary,... for at least one specific reason,2014,50.6
Chad,M,Education,Higher,... if she argues with him,2014,10.1
Chad,M,Education,No education,... if she argues with him,2014,24.6
Chad,M,Education,Primary,... if she argues with him,2014,22.8
Chad,M,Education,Secondary,... if she argues with him,2014,20.8
Chad,M,Education,Higher,... if she goes out without telling him,2014,17.7
Chad,M,Education,No education,... if she goes out without telling him,2014,28.6
Chad,M,Education,Primary,... if she goes out without telling him,2014,30.7
Chad,M,Education,Secondary,... if she goes out without telling him,2014,26.9
Chad,M,Education,Higher,... if she neglects the children,2014,27.6
Chad,M,Education,No education,... if she neglects the children,2014,34.6
Chad,M,Education,Primary,... if she neglects the children,2014,40.5
Chad,M,Education,Secondary,... if she neglects the children,2014,37.9
Chad,M,Education,Higher,... if she refuses to have sex with him,2014,9.3
Chad,M,Education,No education,... if she refuses to have sex with him,2014,24.6
Chad,M,Education,Primary,... if she refuses to have sex with him,2014,25
Chad,M,Education,Secondary,... if she refuses to have sex with him,2014,23.5
Chad,M,Employment,Employed for cash,... for at least one specific reason,2014,51.9
Chad,M,Employment,Employed for kind,... for at least one specific reason,2014,48.2
Chad,M,Employment,Unemployed,... for at least one specific reason,2014,51.8
Chad,M,Employment,Employed for cash,... if she argues with him,2014,20.1
Chad,M,Employment,Employed for kind,... if she argues with him,2014,23.9
Chad,M,Employment,Unemployed,... if she argues with him,2014,26.5
Chad,M,Employment,Employed for cash,... if she goes out without telling him,2014,26.9
Chad,M,Employment,Employed for kind,... if she goes out without telling him,2014,29.1
Chad,M,Employment,Unemployed,... if she goes out without telling him,2014,30.3
Chad,M,Employment,Employed for cash,... if she neglects the children,2014,39.6
Chad,M,Employment,Employed for kind,... if she neglects the children,2014,33.2
Chad,M,Employment,Unemployed,... if she neglects the children,2014,37.7
Chad,M,Employment,Employed for cash,... if she refuses to have sex with him,2014,23.7
Chad,M,Employment,Employed for kind,... if she refuses to have sex with him,2014,24.2
Chad,M,Employment,Unemployed,... if she refuses to have sex with him,2014,22.9
Chad,M,Marital status,Married or living together,... for at least one specific reason,2014,48.4
Chad,M,Marital status,Never married,... for at least one specific reason,2014,53.1
Chad,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,55.3
Chad,M,Marital status,Married or living together,... if she argues with him,2014,21
Chad,M,Marital status,Never married,... if she argues with him,2014,23.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,26.8
Chad,M,Marital status,Married or living together,... if she goes out without telling him,2014,26.7
Chad,M,Marital status,Never married,... if she goes out without telling him,2014,29.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,35.2
Chad,M,Marital status,Married or living together,... if she neglects the children,2014,35.6
Chad,M,Marital status,Never married,... if she neglects the children,2014,38.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,39.2
Chad,M,Marital status,Married or living together,... if she refuses to have sex with him,2014,22.3
Chad,M,Marital status,Never married,... if she refuses to have sex with him,2014,25.2
Chad,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,32.6
Chad,M,Residence,Rural,... for at least one specific reason,2014,51.6
Chad,M,Residence,Urban,... for at least one specific reason,2014,47.9
Chad,M,Residence,Rural,... if she argues with him,2014,23.3
Chad,M,Residence,Urban,... if she argues with him,2014,19.8
Chad,M,Residence,Rural,... if she goes out without telling him,2014,28.9
Chad,M,Residence,Urban,... if she goes out without telling him,2014,26.3
Chad,M,Residence,Rural,... if she neglects the children,2014,38
Chad,M,Residence,Urban,... if she neglects the children,2014,34.6
Chad,M,Residence,Rural,... if she refuses to have sex with him,2014,26.1
Chad,M,Residence,Urban,... if she refuses to have sex with him,2014,18.2
Congo Democratic Republic,F,Education,Higher,... if she burns the food,2013,6.1
Congo Democratic Republic,F,Residence,Urban,... if she burns the food,2013,20.8
Congo Democratic Republic,F,Employment,Employed for kind,... if she burns the food,2013,21.2
Congo Democratic Republic,F,Age,35-49,... if she burns the food,2013,22.5
Congo Democratic Republic,F,Education,Secondary,... if she burns the food,2013,22.5
Congo Democratic Republic,F,Employment,Unemployed,... if she burns the food,2013,22.9
Congo Democratic Republic,F,Marital status,Never married,... if she burns the food,2013,23.5
Congo Democratic Republic,F,Age,25-34,... if she burns the food,2013,23.9
Congo Democratic Republic,F,Education,No education,... if she burns the food,2013,24.1
Congo Democratic Republic,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,24.5
Congo Democratic Republic,F,Marital status,Married or living together,... if she burns the food,2013,24.7
Congo Democratic Republic,F,Employment,Employed for cash,... if she burns the food,2013,25.7
Congo Democratic Republic,F,Age,15-24,... if she burns the food,2013,25.9
Congo Democratic Republic,F,Residence,Rural,... if she burns the food,2013,26.6
Congo Democratic Republic,F,Education,Primary,... if she burns the food,2013,28.5
Congo Democratic Republic,M,Education,Higher,... if she burns the food,2013,3.3
Congo Democratic Republic,M,Age,35-49,... if she burns the food,2013,10.7
Congo Democratic Republic,M,Residence,Urban,... if she burns the food,2013,11.7
Congo Democratic Republic,M,Employment,Employed for kind,... if she burns the food,2013,12.3
Congo Democratic Republic,M,Marital status,Married or living together,... if she burns the food,2013,12.3
Congo Democratic Republic,M,Age,25-34,... if she burns the food,2013,13.2
Congo Democratic Republic,M,Employment,Employed for cash,... if she burns the food,2013,14.2
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,14.8
Congo Democratic Republic,M,Education,No education,... if she burns the food,2013,15.6
Congo Democratic Republic,M,Education,Secondary,... if she burns the food,2013,16
Congo Democratic Republic,M,Education,Primary,... if she burns the food,2013,17.2
Congo Democratic Republic,M,Residence,Rural,... if she burns the food,2013,17.2
Congo Democratic Republic,M,Marital status,Never married,... if she burns the food,2013,18.8
Congo Democratic Republic,M,Age,15-24,... if she burns the food,2013,19.8
Congo Democratic Republic,M,Employment,Unemployed,... if she burns the food,2013,19.9
Congo Democratic Republic,F,Age,15-24,... for at least one specific reason,2013,76.3
Congo Democratic Republic,F,Age,25-34,... for at least one specific reason,2013,75.2
Congo Democratic Republic,F,Age,35-49,... for at least one specific reason,2013,71.8
Congo Democratic Republic,F,Age,15-24,... if she argues with him,2013,59.7
Congo Democratic Republic,F,Age,25-34,... if she argues with him,2013,57.9
Congo Democratic Republic,F,Age,35-49,... if she argues with him,2013,54.3
Congo Democratic Republic,F,Age,15-24,... if she goes out without telling him,2013,49.6
Congo Democratic Republic,F,Age,25-34,... if she goes out without telling him,2013,50.5
Congo Democratic Republic,F,Age,35-49,... if she goes out without telling him,2013,46.5
Congo Democratic Republic,F,Age,15-24,... if she neglects the children,2013,52.6
Congo Democratic Republic,F,Age,25-34,... if she neglects the children,2013,51.7
Congo Democratic Republic,F,Age,35-49,... if she neglects the children,2013,49.2
Congo Democratic Republic,F,Age,15-24,... if she refuses to have sex with him,2013,40.8
Congo Democratic Republic,F,Age,25-34,... if she refuses to have sex with him,2013,46.1
Congo Democratic Republic,F,Age,35-49,... if she refuses to have sex with him,2013,44.4
Congo Democratic Republic,F,Education,Higher,... for at least one specific reason,2013,49.8
Congo Democratic Republic,F,Education,No education,... for at least one specific reason,2013,75.4
Congo Democratic Republic,F,Education,Primary,... for at least one specific reason,2013,76.2
Congo Democratic Republic,F,Education,Secondary,... for at least one specific reason,2013,75.4
Congo Democratic Republic,F,Education,Higher,... if she argues with him,2013,33.1
Congo Democratic Republic,F,Education,No education,... if she argues with him,2013,58.7
Congo Democratic Republic,F,Education,Primary,... if she argues with him,2013,59.7
Congo Democratic Republic,F,Education,Secondary,... if she argues with him,2013,57.6
Congo Democratic Republic,F,Education,Higher,... if she goes out without telling him,2013,22.6
Congo Democratic Republic,F,Education,No education,... if she goes out without telling him,2013,49.7
Congo Democratic Republic,F,Education,Primary,... if she goes out without telling him,2013,51.8
Congo Democratic Republic,F,Education,Secondary,... if she goes out without telling him,2013,48.8
Congo Democratic Republic,F,Education,Higher,... if she neglects the children,2013,33.3
Congo Democratic Republic,F,Education,No education,... if she neglects the children,2013,50.2
Congo Democratic Republic,F,Education,Primary,... if she neglects the children,2013,51.6
Congo Democratic Republic,F,Education,Secondary,... if she neglects the children,2013,53.2
Congo Democratic Republic,F,Education,Higher,... if she refuses to have sex with him,2013,18.4
Congo Democratic Republic,F,Education,No education,... if she refuses to have sex with him,2013,50.7
Congo Democratic Republic,F,Education,Primary,... if she refuses to have sex with him,2013,49.3
Congo Democratic Republic,F,Education,Secondary,... if she refuses to have sex with him,2013,38.1
